# 30s proc: 'x86_64' mach: 'x86_64'
2017-06-29 21:06:02,0,58090031
2017-06-29 21:06:32,0,58189701
2017-06-29 21:07:02,0,58186789
2017-06-29 21:07:32,0,58242032
2017-06-29 21:08:02,0,58041822
2017-06-29 21:08:32,0,58437728
2017-06-29 21:09:02,0,58287378
2017-06-29 21:09:32,0,58322060
2017-06-29 21:10:02,0,58483236
2017-06-29 21:10:32,0,58196124
2017-06-29 21:11:02,0,58454735
2017-06-29 21:11:32,0,58248422
2017-06-29 21:12:02,0,58503305
2017-06-29 21:12:32,0,58449590
2017-06-29 21:13:02,0,57666189
2017-06-29 21:13:32,0,58356139
2017-06-29 21:14:02,0,58309741
2017-06-29 21:14:32,0,58389066
2017-06-29 21:15:02,0,58291443
2017-06-29 21:15:32,0,58172572
2017-06-29 21:16:02,0,58235189
2017-06-29 21:16:32,0,58236856
2017-06-29 21:17:02,0,58386565
2017-06-29 21:17:32,0,58298732
2017-06-29 21:18:02,0,58610113
2017-06-29 21:18:32,0,58388375
2017-06-29 21:19:02,0,58439162
2017-06-29 21:19:32,0,58207549
2017-06-29 21:20:02,0,58682043
2017-06-29 21:20:32,0,58270288
2017-06-29 21:21:02,0,58569438
2017-06-29 21:21:32,0,58314145
2017-06-29 21:22:02,0,58522046
2017-06-29 21:22:32,0,58478915
2017-06-29 21:23:02,0,58436501
2017-06-29 21:23:32,0,58449718
2017-06-29 21:24:02,0,58314877
2017-06-29 21:24:32,0,58383186
2017-06-29 21:25:02,0,58451428
2017-06-29 21:25:32,0,58364283
2017-06-29 21:26:02,0,57790574
2017-06-29 21:26:32,0,58408241
2017-06-29 21:27:02,0,58526100
2017-06-29 21:27:32,0,58421301
2017-06-29 21:28:02,0,58500618
2017-06-29 21:28:32,0,58381505
2017-06-29 21:29:02,0,58647325
2017-06-29 21:29:32,0,58503085
2017-06-29 21:30:02,0,58324366
2017-06-29 21:30:32,0,58346865
2017-06-29 21:31:02,0,58387314
2017-06-29 21:31:32,0,58350298
2017-06-29 21:32:02,0,58619268
2017-06-29 21:32:32,0,58418285
2017-06-29 21:33:02,0,58468046
2017-06-29 21:33:32,0,58329487
2017-06-29 21:34:02,0,58460870
2017-06-29 21:34:32,0,58415610
2017-06-29 21:35:02,0,58288142
2017-06-29 21:35:32,0,58330223
2017-06-29 21:36:02,0,58403024
2017-06-29 21:36:32,0,58406502
2017-06-29 21:37:02,0,58421205
2017-06-29 21:37:32,0,58347806
2017-06-29 21:38:02,0,58594729
2017-06-29 21:38:32,0,58260264
2017-06-29 21:39:02,0,58312434
2017-06-29 21:39:32,0,58405368
2017-06-29 21:40:02,0,58347592
2017-06-29 21:40:32,0,58434226
2017-06-29 21:41:02,0,58344140
2017-06-29 21:41:32,0,58496552
2017-06-29 21:42:02,0,58332797
2017-06-29 21:42:32,0,58239468
2017-06-29 21:43:02,0,58166275
2017-06-29 21:43:32,0,58278682
2017-06-29 21:44:02,0,58236016
2017-06-29 21:44:32,0,58335746
2017-06-29 21:45:02,0,58354416
2017-06-29 21:45:32,0,58269065
2017-06-29 21:46:02,0,58581880
2017-06-29 21:46:32,0,58462083
2017-06-29 21:47:02,0,58517324
2017-06-29 21:47:32,0,58442490
2017-06-29 21:48:02,0,58417127
2017-06-29 21:48:32,0,58354494
2017-06-29 21:49:02,0,58736550
2017-06-29 21:49:32,0,58314992
2017-06-29 21:50:02,0,58498076
2017-06-29 21:50:32,0,58205074
2017-06-29 21:51:02,0,58247288
2017-06-29 21:51:32,0,58280866
2017-06-29 21:52:02,0,57849306
2017-06-29 21:52:32,0,58292346
2017-06-29 21:53:02,0,58353801
2017-06-29 21:53:32,0,58254579
2017-06-29 21:54:02,0,58035035
2017-06-29 21:54:32,0,58265430
2017-06-29 21:55:02,0,58260534
2017-06-29 21:55:32,0,58423689
2017-06-29 21:56:02,0,58353470
2017-06-29 21:56:32,0,58254877
2017-06-29 21:57:02,0,58518101
2017-06-29 21:57:32,0,58471918
2017-06-29 21:58:02,0,58386291
2017-06-29 21:58:32,0,58491484
2017-06-29 21:59:02,0,58602236
2017-06-29 21:59:32,0,58364508
2017-06-29 22:00:02,0,58546535
2017-06-29 22:00:32,0,58197006
2017-06-29 22:01:02,0,58637817
2017-06-29 22:01:32,0,58221717
2017-06-29 22:02:02,0,58479345
2017-06-29 22:02:32,0,58391680
2017-06-29 22:03:02,0,58454059
2017-06-29 22:03:32,0,58512137
2017-06-29 22:04:02,0,58633769
2017-06-29 22:04:32,0,58354400
2017-06-29 22:05:02,0,58488281
2017-06-29 22:05:32,0,58194124
2017-06-29 22:06:02,0,58008248
2017-06-29 22:06:32,0,58309932
2017-06-29 22:07:02,0,58694031
2017-06-29 22:07:32,0,58300488
2017-06-29 22:08:02,0,58492846
2017-06-29 22:08:32,0,58523471
2017-06-29 22:09:02,0,58279885
2017-06-29 22:09:32,0,58360784
2017-06-29 22:10:02,0,58607955
2017-06-29 22:10:32,0,58351344
2017-06-29 22:11:02,0,58579840
2017-06-29 22:11:32,0,58347297
2017-06-29 22:12:02,0,58394574
2017-06-29 22:12:32,0,58624435
2017-06-29 22:13:02,0,57914324
2017-06-29 22:13:32,0,58524656
2017-06-29 22:14:02,0,58407157
2017-06-29 22:14:32,0,58355107
2017-06-29 22:15:02,0,58490074
2017-06-29 22:15:32,0,58460798
2017-06-29 22:16:02,0,58579460
2017-06-29 22:16:32,0,58572900
2017-06-29 22:17:02,0,58402849
2017-06-29 22:17:32,0,58445651
2017-06-29 22:18:02,0,58470729
2017-06-29 22:18:32,0,58572895
2017-06-29 22:19:02,0,58488449
2017-06-29 22:19:32,0,58571126
2017-06-29 22:20:02,0,58481910
2017-06-29 22:20:32,0,58408691
2017-06-29 22:21:02,0,58253049
2017-06-29 22:21:32,0,58213370
2017-06-29 22:22:02,0,58241817
2017-06-29 22:22:32,0,58282372
2017-06-29 22:23:02,0,58475110
2017-06-29 22:23:32,0,58251376
2017-06-29 22:24:02,0,58140894
2017-06-29 22:24:32,0,58249866
2017-06-29 22:25:02,0,58294327
2017-06-29 22:25:32,0,58259427
2017-06-29 22:26:02,0,57694616
2017-06-29 22:26:32,0,58194592
2017-06-29 22:27:02,0,58439326
2017-06-29 22:27:32,0,58361688
2017-06-29 22:28:02,0,58496038
2017-06-29 22:28:32,0,58234036
2017-06-29 22:29:02,0,58680898
2017-06-29 22:29:32,0,58342163
2017-06-29 22:30:02,0,58550739
2017-06-29 22:30:32,0,58213296
2017-06-29 22:31:02,0,58567097
2017-06-29 22:31:32,0,58446789
2017-06-29 22:32:02,0,58371567
2017-06-29 22:32:32,0,58193596
2017-06-29 22:33:02,0,58258299
2017-06-29 22:33:32,0,58283573
2017-06-29 22:34:02,0,58323709
2017-06-29 22:34:32,0,58253368
2017-06-29 22:35:02,0,58401588
2017-06-29 22:35:32,0,58258250
2017-06-29 22:36:02,0,58587119
2017-06-29 22:36:32,0,58441363
2017-06-29 22:37:02,0,58353827
2017-06-29 22:37:32,0,58327068
2017-06-29 22:38:02,0,58440889
2017-06-29 22:38:32,0,58518685
2017-06-29 22:39:02,0,57897897
2017-06-29 22:39:32,0,58477520
2017-06-29 22:40:02,0,58605283
2017-06-29 22:40:32,0,58334692
2017-06-29 22:41:02,0,58210276
2017-06-29 22:41:32,0,58207623
2017-06-29 22:42:02,0,58084659
2017-06-29 22:42:32,0,58145711
2017-06-29 22:43:02,0,58289270
2017-06-29 22:43:32,0,58419806
2017-06-29 22:44:02,0,58360157
2017-06-29 22:44:32,0,58367977
2017-06-29 22:45:02,0,58442105
2017-06-29 22:45:32,0,58311105
2017-06-29 22:46:02,0,58737304
2017-06-29 22:46:32,0,58542681
2017-06-29 22:47:02,0,58501337
2017-06-29 22:47:32,0,58639239
2017-06-29 22:48:02,0,58607688
2017-06-29 22:48:32,0,58384472
2017-06-29 22:49:02,0,58615031
2017-06-29 22:49:32,0,58310616
2017-06-29 22:50:02,0,58705681
2017-06-29 22:50:32,0,58372136
2017-06-29 22:51:02,0,58718434
2017-06-29 22:51:32,0,58502288
2017-06-29 22:52:02,0,57797930
2017-06-29 22:52:32,0,58553004
2017-06-29 22:53:02,0,58769597
2017-06-29 22:53:32,0,58485982
2017-06-29 22:54:02,0,58577622
2017-06-29 22:54:32,0,58686320
2017-06-29 22:55:02,0,58568306
2017-06-29 22:55:32,0,58535921
2017-06-29 22:56:02,0,58201556
2017-06-29 22:56:32,0,58284236
2017-06-29 22:57:02,0,58585097
2017-06-29 22:57:32,0,58441497
2017-06-29 22:58:02,0,58741490
2017-06-29 22:58:32,0,58488456
2017-06-29 22:59:02,0,58792249
2017-06-29 22:59:32,0,58480251
2017-06-29 23:00:02,0,58348243
2017-06-29 23:00:32,0,58242325
2017-06-29 23:01:02,0,58759601
2017-06-29 23:01:32,0,58264594
2017-06-29 23:02:02,0,58542288
2017-06-29 23:02:32,0,58442889
2017-06-29 23:03:02,0,58539738
2017-06-29 23:03:32,0,58568803
2017-06-29 23:04:02,0,58440375
2017-06-29 23:04:32,0,58355108
2017-06-29 23:05:02,0,58573016
2017-06-29 23:05:32,0,58434306
2017-06-29 23:06:02,0,58280806
2017-06-29 23:06:32,0,58430316
2017-06-29 23:07:02,0,58731749
2017-06-29 23:07:32,0,58371924
2017-06-29 23:08:02,0,58836587
2017-06-29 23:08:32,0,58508752
2017-06-29 23:09:02,0,58418479
2017-06-29 23:09:32,0,58432168
2017-06-29 23:10:02,0,58730584
2017-06-29 23:10:32,0,58527737
2017-06-29 23:11:02,0,58641281
2017-06-29 23:11:32,0,58611332
2017-06-29 23:12:02,0,58504247
2017-06-29 23:12:32,0,58497743
2017-06-29 23:13:02,0,58314036
2017-06-29 23:13:32,0,58658339
2017-06-29 23:14:02,0,58594357
2017-06-29 23:14:32,0,58586824
2017-06-29 23:15:02,0,58274632
2017-06-29 23:15:32,0,58327042
2017-06-29 23:16:02,0,58726009
2017-06-29 23:16:32,0,58608852
2017-06-29 23:17:02,0,58563126
2017-06-29 23:17:32,0,58606127
2017-06-29 23:18:02,0,58601943
2017-06-29 23:18:32,0,58341134
2017-06-29 23:19:02,0,58817572
2017-06-29 23:19:32,0,58355468
2017-06-29 23:20:02,0,58638674
2017-06-29 23:20:32,0,58454120
2017-06-29 23:21:02,0,58378906
2017-06-29 23:21:32,0,58145985
2017-06-29 23:22:02,0,58455563
